0,-921.792
2.26757e-05,-923.556
4.53515e-05,-921.792
6.80272e-05,-923.556
9.07029e-05,-921.792
0.000113379,-923.556
0.000136054,-921.792
0.00015873,-923.556
0.000181406,-921.792
0.000204082,-923.556
0.000226757,-921.792
0.000249433,-923.556
0.000272109,-921.792
0.000294785,-923.556
0.00031746,-921.792
0.000340136,-923.556
0.000362812,-921.792
0.000385488,-923.556
0.000408163,-921.792
0.000430839,-923.556
0.000453515,-921.792
0.00047619,-923.556
0.000498866,-921.792
0.000521542,-923.556
0.000544218,-921.792
0.000566893,-923.556
0.000589569,-921.792
0.000612245,-923.556
0.000634921,-921.792
0.000657596,-923.556
0.000680272,-921.792
0.000702948,-923.556
0.000725624,-921.792
0.000748299,-923.556
0.000770975,-921.792
0.000793651,-923.556
0.000816327,-921.792
0.000839002,-923.556
0.000861678,-921.792
0.000884354,-923.556
0.000907029,-921.792
0.000929705,-923.556
0.000952381,-921.792
0.000975057,-923.556
0.000997732,-921.792
0.00102041,-923.556
0.00104308,-921.792
0.00106576,-923.556
0.00108844,-921.792
0.00111111,-923.556
0.00113379,-921.792
0.00115646,-923.556
0.00117914,-921.792
0.00120181,-923.556
0.00122449,-921.792
0.00124717,-923.556
0.00126984,-921.792
0.00129252,-923.556
0.00131519,-921.792
0.00133787,-923.557
0.00136054,-921.792
0.00138322,-923.557
0.0014059,-921.792
0.00142857,-923.557
0.00145125,-921.792
0.00147392,-923.557
0.0014966,-921.792
0.00151927,-923.557
0.00154195,-921.793
0.00156463,-923.557
0.0015873,-921.793
0.00160998,-923.557
0.00163265,-921.793
0.00165533,-923.557
0.001678,-921.793
0.00170068,-923.557
0.00172336,-921.793
0.00174603,-923.557
0.00176871,-921.793
0.00179138,-923.557
0.00181406,-921.793
0.00183673,-923.557
0.00185941,-921.793
0.00188209,-923.557
0.00190476,-921.793
0.00192744,-923.557
0.00195011,-921.793
0.00197279,-923.557
0.00199546,-921.793
0.00201814,-923.557
0.00204082,-921.793
0.00206349,-923.557
0.00208617,-921.793
0.00210884,-923.557
0.00213152,-921.793
0.0021542,-923.557
0.00217687,-921.792
0.00219955,-923.558
0.00222222,-921.792
0.0022449,-923.558
0.00226757,-921.792
0.00229025,-923.558
0.00231293,-921.793
0.0023356,-923.558
0.00235828,-921.793
0.00238095,-923.558
0.00240363,-921.793
0.0024263,-923.558
0.00244898,-921.793
0.00247166,-923.558
0.00249433,-921.793
0.00251701,-923.558
0.00253968,-921.793
0.00256236,-923.558
0.00258503,-921.793
0.00260771,-923.558
0.00263039,-921.793
0.00265306,-923.558
0.00267574,-921.793
0.00269841,-923.558
0.00272109,-921.793
0.00274376,-923.558
0.00276644,-921.793
0.00278912,-923.559
0.00281179,-921.793
0.00283447,-923.559
0.00285714,-921.794
0.00287982,-923.559
0.00290249,-921.794
0.00292517,-923.559
0.00294785,-921.794
0.00297052,-923.559
0.0029932,-921.794
0.00301587,-923.559
0.00303855,-921.794
0.00306122,-923.559
0.0030839,-921.794
0.00310658,-923.559
0.00312925,-921.794
0.00315193,-923.559
0.0031746,-921.794
0.00319728,-923.559
0.00321995,-921.794
0.00324263,-923.56
0.00326531,-921.794
0.00328798,-923.56
0.00331066,-921.794
0.00333333,-923.56
0.00335601,-921.795
0.00337868,-923.56
0.00340136,-921.795
0.00342404,-923.56
0.00344671,-921.795
0.00346939,-923.56
0.00349206,-921.795
0.00351474,-923.56
0.00353741,-921.795
0.00356009,-923.56
0.00358277,-921.795
0.00360544,-923.56
0.00362812,-921.795
0.00365079,-923.561
